season,lg,type,number_tm,position,player_x,age_x,tm,pts_won,pts_max,share,x1st_tm,x2nd_tm,x3rd_tm,seas_id_x,player_id,mp_per_game,fg_per_game,fga_per_game,fg_percent,x3p_per_game,x3pa_per_game,x3p_percent,x2p_per_game,x2pa_per_game,x2p_percent,e_fg_percent,ft_per_game,fta_per_game,ft_percent,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,pts_per_game,seas_id_y,player_y,birth_year,pos,age_y,experience,g,player,age,seas_id,gs
2024,NBA,All-NBA,1T,C,Nikola Jokić,28,DEN,495.0,495.0,1.0,99.0,0.0,0.0,31672.0,4352,34.6,10.4,17.9,0.583,1.1,2.9,0.359,9.4,14.900000000000002,0.626,0.612,4.5,5.5,0.817,2.8,9.5,12.4,9.0,1.4,0.9000000000000001,3.0,2.5,26.4,31672.0,Nikola Jokić,,C,28.0,9.0,79.0,,,,
2024,NBA,All-NBA,1T,G,Shai Gilgeous-Alexander,25,OKC,495.0,495.0,1.0,99.0,0.0,0.0,31769.0,4670,12.095833333333331,1.633333333333333,4.077083333333333,0.4062083333333333,0.4041666666666668,1.31875,0.290125,1.2791666666666668,2.7125,0.4642916666666667,0.4525416666666666,0.7958333333333334,1.0270833333333331,0.8220833333333334,0.3041666666666666,1.3041666666666667,1.5645833333333334,1.2708333333333337,0.3916666666666668,0.1020833333333333,0.6104166666666666,1.1333333333333335,4.5062500000000005,31770.0,Shake Milton,,SG,27.0,6.0,96.0,,,,
2024,NBA,All-NBA,1T,F,Giannis Antetokounmpo,29,MIL,473.0,495.0,0.956,88.0,11.0,0.0,31366.0,4164,35.2,11.5,18.8,0.611,0.5,1.7,0.274,11.0,17.1,0.645,0.624,7.0,10.7,0.657,2.7,8.8,11.5,6.5,1.2,1.1,3.4,2.9,30.4,31366.0,Giannis Antetokounmpo,,PF,29.0,11.0,73.0,,,,
2024,NBA,All-NBA,1T,F,Jayson Tatum,25,BOS,427.0,495.0,0.863,65.0,34.0,0.0,31468.0,4518,35.7,9.1,19.3,0.471,3.1,8.2,0.376,6.0,11.0,0.542,0.552,5.6,6.7,0.833,0.9000000000000001,7.200000000000001,8.1,4.9,1.0,0.6,2.5,2.0,26.9,31468.0,Jayson Tatum,,PF,25.0,7.0,74.0,,,,
2024,NBA,All-NBA,2T,G,Anthony Edwards,22,MIN,285.0,495.0,0.576,3.0,87.0,9.0,31171.0,4808,35.1,9.1,19.7,0.4610000000000001,2.4,6.700000000000001,0.357,6.700000000000001,13.0,0.515,0.522,5.4,6.4,0.836,0.7,4.8,5.4,5.1,1.3,0.5,3.1,1.8000000000000005,25.9,31171.0,Anthony Edwards,,SG,22.0,4.0,79.0,,,,
2024,NBA,All-NBA,2T,F,Kevin Durant,35,PHO,274.0,495.0,0.554,2.0,85.0,9.0,31551.0,3770,37.2,10.0,19.1,0.523,2.2,5.4,0.413,7.8,13.7,0.567,0.581,4.8,5.6,0.856,0.5,6.1,6.6,5.0,0.9,1.2,3.3,1.8,27.1,31551.0,Kevin Durant,,PF,35.0,16.0,75.0,,,,
2024,NBA,All-NBA,2T,F,Kawhi Leonard,32,LAC,242.0,495.0,0.489,1.0,72.0,21.0,31531.0,4032,34.3,9.0,17.1,0.525,2.1,4.9,0.417,6.9,12.1,0.569,0.585,3.7,4.2,0.885,1.2,4.9,6.1,3.6,1.6,0.9,1.8,1.4,23.7,31531.0,Kawhi Leonard,,SF,32.0,12.0,68.0,,,,
2024,NBA,All-NBA,2T,C,Anthony Davis,30,LAL,230.0,495.0,0.465,1.0,65.0,30.0,31170.0,4066,35.5,9.4,16.9,0.556,0.4,1.4,0.271,9.0,15.5,0.582,0.567,5.5,6.8,0.816,3.1,9.5,12.6,3.5,1.2,2.3,2.1,2.3,24.7,31170.0,Anthony Davis,,C,30.0,12.0,76.0,,,,
2024,NBA,All-NBA,3T,G,Stephen Curry,35,GSW,117.0,495.0,0.236,0.0,13.0,78.0,31786.0,3903,32.7,8.8,19.5,0.45,4.8,11.8,0.408,4.0,7.700000000000001,0.515,0.573,4.0,4.4,0.923,0.5,4.0,4.5,5.1,0.7,0.4,2.8,1.6,26.4,31786.0,Stephen Curry,,PG,35.0,15.0,74.0,,,,
2024,NBA,All-NBA,3T,G,Tyrese Haliburton,23,IND,75.0,495.0,0.152,0.0,2.0,69.0,31842.0,4892,32.2,7.2,15.2,0.477,2.8,7.799999999999999,0.364,4.4,7.4,0.595,0.57,2.8,3.3,0.855,0.5,3.4,3.9,10.9,1.2,0.7,2.3,1.1,20.1,31842.0,Tyrese Haliburton,,PG,23.0,4.0,69.0,,,,
2024,NBA,All-NBA,3T,G,Devin Booker,27,PHO,70.0,495.0,0.141,0.0,7.0,49.0,31314.0,4321,36.0,9.4,19.2,0.492,2.2,6.1,0.364,7.2,13.0,0.552,0.55,6.0,6.7,0.886,0.8,3.7,4.5,6.9,0.9,0.4,2.6,3.0,27.1,31314.0,Devin Booker,,PG,27.0,9.0,68.0,,,,
2024,NBA,All-NBA,ORV,G,Tyrese Maxey,23,PHI,16.0,495.0,0.032,0.0,1.0,13.0,31843.0,4893,37.5,9.1,20.3,0.45,3.0,8.1,0.373,6.1,12.1,0.501,0.524,4.7,5.4,0.868,0.5,3.2,3.7,6.2,1.0,0.5,1.7,2.2,25.9,31843.0,Tyrese Maxey,,PG,23.0,4.0,70.0,,,,
2024,NBA,All-NBA,ORV,C,Rudy Gobert,31,MIN,12.0,495.0,0.024,0.0,1.0,9.0,31747.0,4199,34.1,5.3,8.1,0.661,0.0,0.0,0.0,5.3,8.0,0.664,0.661,3.3,5.1,0.638,3.8,9.2,12.9,1.3,0.7,2.1,1.6,3.1,14.0,31747.0,Rudy Gobert,,C,31.0,11.0,76.0,,,,
2024,NBA,All-NBA,ORV,F,Zion Williamson,23,NOP,11.0,495.0,0.022,0.0,1.0,8.0,31870.0,4803,31.5,8.9,15.6,0.57,0.1,0.3,0.333,8.8,15.4,0.574,0.573,5.0,7.1,0.702,1.7,4.1,5.8,5.0,1.1,0.7,2.8,2.3,22.9,31870.0,Zion Williamson,,PF,23.0,4.0,70.0,,,,
2024,NBA,All-NBA,ORV,C,Victor Wembanyama,20,SAS,11.0,495.0,0.022,0.0,2.0,5.0,31850.0,5209,29.7,7.799999999999999,16.7,0.465,1.8,5.5,0.325,6.0,11.2,0.534,0.519,4.1,5.2,0.796,2.3,8.4,10.6,3.9,1.2,3.6,3.7,2.2,21.4,31850.0,Victor Wembanyama,,C,20.0,1.0,71.0,,,,
2024,NBA,All-NBA,ORV,F,Paolo Banchero,21,ORL,10.0,495.0,0.02,0.0,2.0,4.0,31700.0,5089,35.0,8.0,17.6,0.4549999999999999,1.5,4.4,0.339,6.5,13.2,0.493,0.497,5.1,7.0,0.725,1.0,5.9,6.9,5.4,0.9,0.6,3.1,1.9,22.6,31700.0,Paolo Banchero,,PF,21.0,2.0,80.0,,,,
2024,NBA,All-NBA,ORV,G,De'Aaron Fox,26,SAC,9.0,495.0,0.018,0.0,1.0,6.0,31291.0,4489,35.9,9.7,20.9,0.465,2.9,7.799999999999999,0.369,6.8,13.1,0.522,0.534,4.2,5.7,0.738,0.9000000000000001,3.7,4.6,5.6,2.0,0.4,2.6,2.6,26.6,31291.0,De'Aaron Fox,,PG,26.0,7.0,74.0,,,,
2024,NBA,All-NBA,ORV,C,Bam Adebayo,26,MIA,7.0,495.0,0.014,0.0,1.0,4.0,31178.0,4472,34.0,7.5,14.3,0.521,0.2,0.6,0.357,7.299999999999999,13.7,0.528,0.529,4.1,5.5,0.755,2.2,8.1,10.4,3.9,1.1,0.9,2.3,2.2,19.3,31178.0,Bam Adebayo,,C,26.0,7.0,71.0,,,,
2024,NBA,All-NBA,ORV,F,DeMar DeRozan,34,CHI,1.0,495.0,0.002,0.0,0.0,1.0,31296.0,3872,37.8,8.2,17.2,0.48,0.9000000000000001,2.8,0.333,7.299999999999999,14.3,0.509,0.507,6.6,7.700000000000001,0.853,0.5,3.8,4.3,5.3,1.1,0.6,1.6999999999999995,2.0,24.0,31296.0,DeMar DeRozan,,SF,34.0,15.0,79.0,,,,
2023,NBA,All-NBA,1T,F,Giannis Antetokounmpo,28,MIL,500.0,500.0,1.0,100.0,0.0,0.0,30665.0,4164,32.1,11.2,20.3,0.553,0.7,2.7,0.275,10.5,17.6,0.596,0.572,7.9,12.3,0.645,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.1,30665.0,Giannis Antetokounmpo,,PF,28.0,10.0,63.0,,,,
2023,NBA,All-NBA,1T,F,Jayson Tatum,24,BOS,484.0,500.0,0.968,92.0,8.0,0.0,30749.0,4518,36.9,9.8,21.1,0.466,3.2,9.3,0.35,6.6,11.8,0.558,0.543,7.200000000000001,8.4,0.854,1.1,7.700000000000001,8.8,4.6,1.1,0.7,2.9,2.2,30.1,30749.0,Jayson Tatum,,PF,24.0,6.0,74.0,,,,
2023,NBA,All-NBA,1T,C,Joel Embiid,28,PHI,474.0,500.0,0.948,87.0,13.0,0.0,30764.0,4417,34.6,11.0,20.1,0.548,1.0,3.0,0.33,10.0,17.1,0.587,0.573,10.0,11.7,0.857,1.7,8.4,10.2,4.2,1.0,1.7,3.4,3.1,33.1,30764.0,Joel Embiid,,C,28.0,7.0,66.0,,,,
2023,NBA,All-NBA,1T,G,Shai Gilgeous-Alexander,24,OKC,407.0,500.0,0.814,63.0,29.0,5.0,31046.0,4670,35.5,10.4,20.3,0.51,0.9,2.5,0.345,9.5,17.8,0.533,0.531,9.8,10.9,0.905,0.9,4.0,4.8,5.5,1.6,1.0,2.8,2.8,31.4,31046.0,Shai Gilgeous-Alexander,,PG,24.0,5.0,68.0,,,,
2023,NBA,All-NBA,1T,G,Luka Dončić,23,DAL,403.0,500.0,0.806,60.0,33.0,4.0,30880.0,4654,36.2,10.9,22.0,0.4959999999999999,2.8,8.2,0.342,8.1,13.8,0.588,0.56,7.799999999999999,10.5,0.742,0.8,7.799999999999999,8.6,8.0,1.4,0.5,3.6,2.5,32.4,30880.0,Luka Dončić,,PG,23.0,5.0,66.0,,,,
2023,NBA,All-NBA,2T,C,Nikola Jokić,27,DEN,364.0,500.0,0.728,32.0,68.0,0.0,30964.0,4352,33.7,9.4,14.8,0.632,0.8,2.2,0.383,8.5,12.7,0.675,0.66,4.9,6.0,0.822,2.4,9.4,11.8,9.8,1.3,0.7,3.6,2.5,24.5,30964.0,Nikola Jokić,,C,27.0,8.0,69.0,,,,
2023,NBA,All-NBA,2T,G,Donovan Mitchell,26,CLE,349.0,500.0,0.698,45.0,36.0,16.0,30615.0,4495,35.8,10.0,20.6,0.484,3.6,9.3,0.386,6.4,11.3,0.566,0.572,4.7,5.4,0.867,0.9,3.3,4.3,4.4,1.5,0.4,2.6,2.5,28.3,30615.0,Donovan Mitchell,,SG,26.0,6.0,68.0,,,,
2023,NBA,All-NBA,2T,G,Stephen Curry,34,GSW,188.0,500.0,0.376,17.0,20.0,43.0,31056.0,3903,34.7,10.0,20.2,0.493,4.9,11.4,0.427,5.1,8.8,0.579,0.614,4.6,5.0,0.915,0.7,5.4,6.1,6.3,0.9,0.4,3.2,2.1,29.4,31056.0,Stephen Curry,,PG,34.0,14.0,56.0,,,,
2023,NBA,All-NBA,2T,F,Jimmy Butler,33,MIA,182.0,500.0,0.364,1.0,52.0,21.0,30759.0,4023,33.4,7.5,13.9,0.539,0.6,1.6,0.35,6.9,12.3,0.564,0.56,7.4,8.7,0.85,2.2,3.7,5.9,5.3,1.8,0.3,1.6,1.3,22.9,30759.0,Jimmy Butler,,SF,33.0,12.0,64.0,,,,
2023,NBA,All-NBA,2T,F,Jaylen Brown,26,BOS,169.0,500.0,0.338,1.0,45.0,29.0,30746.0,4415,35.9,10.1,20.6,0.491,2.4,7.3,0.335,7.699999999999999,13.4,0.576,0.55,3.9,5.1,0.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.6,30746.0,Jaylen Brown,,SF,26.0,7.0,67.0,,,,
2023,NBA,All-NBA,3T,C,Domantas Sabonis,26,SAC,147.0,500.0,0.294,0.0,26.0,69.0,30613.0,4400,34.6,7.299999999999999,11.9,0.615,0.4,1.1,0.373,6.9,10.8,0.639,0.632,4.1,5.5,0.742,3.2,9.1,12.3,7.299999999999999,0.8,0.5,2.9,3.5,19.1,30613.0,Domantas Sabonis,,C,26.0,7.0,79.0,,,,
2023,NBA,All-NBA,3T,G,De'Aaron Fox,25,SAC,144.0,500.0,0.288,1.0,33.0,40.0,30585.0,4489,33.4,9.3,18.2,0.512,1.6,5.0,0.324,7.7,13.2,0.584,0.557,4.7,6.0,0.78,0.5,3.6,4.2,6.1,1.1,0.3,2.5,2.4,25.0,30585.0,De'Aaron Fox,,PG,25.0,6.0,73.0,,,,
2023,NBA,All-NBA,3T,G,Damian Lillard,32,POR,137.0,500.0,0.274,0.0,36.0,29.0,30561.0,4077,36.3,9.6,20.7,0.463,4.2,11.3,0.371,5.4,9.4,0.574,0.564,8.8,9.6,0.914,0.8,4.0,4.8,7.3,0.9,0.3,3.3,1.9,32.2,30561.0,Damian Lillard,,PG,32.0,11.0,58.0,,,,
2023,NBA,All-NBA,3T,F,Julius Randle,28,NYK,125.0,500.0,0.25,0.0,30.0,35.0,30805.0,4266,35.5,8.5,18.6,0.459,2.8,8.3,0.343,5.7,10.3,0.553,0.536,5.2,6.900000000000001,0.757,1.7999999999999998,8.1,10.0,4.1,0.6,0.3,2.8,3.0,25.1,30805.0,Julius Randle,,PF,28.0,9.0,77.0,,,,
2023,NBA,All-NBA,3T,F,LeBron James,38,LAL,81.0,500.0,0.162,0.0,16.0,33.0,30873.0,3463,35.5,11.1,22.2,0.5,2.2,6.9,0.321,8.9,15.3,0.58,0.549,4.6,5.9,0.768,1.2,7.1,8.3,6.8,0.9,0.6,3.2,1.6,28.9,30873.0,LeBron James,,PF,38.0,20.0,55.0,,,,
2023,NBA,All-NBA,ORV,C,Anthony Davis,29,LAL,65.0,500.0,0.13,0.0,13.0,26.0,30482.0,4066,34.0,9.7,17.2,0.563,0.3,1.3,0.257,9.3,15.9,0.5889999999999999,0.5729999999999998,6.2,7.9,0.784,3.5,9.1,12.5,2.6,1.1,2.0,2.2,2.6,25.9,30482.0,Anthony Davis,,C,29.0,11.0,56.0,,,,
2023,NBA,All-NBA,ORV,F,Lauri Markkanen,25,UTA,49.0,500.0,0.098,0.0,6.0,31.0,30871.0,4535,34.4,8.7,17.3,0.4989999999999999,3.0,7.7,0.391,5.6,9.6,0.585,0.586,5.3,6.0,0.875,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6,30871.0,Lauri Markkanen,,SF,25.0,6.0,66.0,,,,
2023,NBA,All-NBA,ORV,G,Ja Morant,23,MEM,44.0,500.0,0.088,0.0,10.0,14.0,30694.0,4723,31.9,9.3,19.9,0.466,1.5,4.9,0.307,7.8,15.0,0.519,0.504,6.1,8.1,0.748,1.0,4.9,5.9,8.1,1.1,0.3,3.4,1.6,26.2,30694.0,Ja Morant,,PG,23.0,4.0,61.0,,,,
2023,NBA,All-NBA,ORV,G,Jrue Holiday,32,MIL,39.0,500.0,0.078,1.0,5.0,19.0,30796.0,3891,32.6,7.3,15.300000000000002,0.4789999999999999,2.4,6.1,0.384,5.0,9.1,0.542,0.556,2.3,2.6,0.859,1.2,3.9,5.1,7.4,1.2,0.4,2.9,1.7,19.3,30796.0,Jrue Holiday,,PG,32.0,14.0,67.0,,,,
2023,NBA,All-NBA,ORV,F,Kevin Durant,34,TOT,35.0,500.0,0.07,0.0,7.0,14.0,30839.0,3770,35.59574468085106,10.280851063829788,18.311702127659576,0.560436170212766,1.9851063829787237,4.875531914893617,0.4037021276595745,8.304255319148936,13.43617021276596,0.616436170212766,0.6146702127659575,6.4968085106382985,7.089361702127659,0.917904255319149,0.4000000000000001,6.315957446808511,6.674468085106384,4.996808510638298,0.7074468085106383,1.4329787234042553,3.314893617021277,2.122340425531915,29.08510638297872,30839.0,Kevin Durant,,PF-SF,34.0,15.0,94.0,,,,
2023,NBA,All-NBA,ORV,G,Jalen Brunson,26,NYK,23.0,500.0,0.046,0.0,5.0,8.0,30709.0,4630,35.0,8.6,17.6,0.491,2.0,4.7,0.416,6.7,12.8,0.519,0.547,4.8,5.8,0.829,0.6,3.0,3.5,6.2,0.9,0.2,2.1,2.2,24.0,30709.0,Jalen Brunson,,PG,26.0,5.0,68.0,,,,
2023,NBA,All-NBA,ORV,F,Kawhi Leonard,31,LAC,15.0,500.0,0.03,0.0,4.0,3.0,30818.0,4032,33.6,8.6,16.8,0.512,2.0,4.8,0.416,6.6,11.900000000000002,0.551,0.572,4.7,5.4,0.871,1.1,5.4,6.5,3.9,1.4,0.5,1.6999999999999995,1.6,23.800000000000004,30818.0,Kawhi Leonard,,SF,31.0,11.0,52.0,,,,
2023,NBA,All-NBA,ORV,F,Pascal Siakam,28,TOR,15.0,500.0,0.03,0.0,1.0,12.0,30982.0,4437,37.4,8.9,18.5,0.48,1.3,4.0,0.324,7.6,14.5,0.523,0.515,5.2,6.7,0.774,1.8,6.0,7.799999999999999,5.8,0.9,0.5,2.4,3.2,24.2,30982.0,Pascal Siakam,,C,28.0,7.0,71.0,,,,
2023,NBA,All-NBA,ORV,F,Anthony Edwards,21,MIN,14.0,500.0,0.028,0.0,2.0,8.0,30483.0,4808,36.0,8.9,19.5,0.459,2.7,7.299999999999999,0.369,6.3,12.2,0.513,0.528,4.0,5.3,0.756,0.6,5.2,5.8,4.4,1.6,0.7,3.3,2.4,24.6,30483.0,Anthony Edwards,,SG,21.0,3.0,79.0,,,,
2023,NBA,All-NBA,ORV,F,Jaren Jackson Jr.,23,MEM,11.0,500.0,0.022,0.0,1.0,8.0,30733.0,4632,28.4,6.6,13.0,0.506,1.6,4.5,0.355,5.0,8.6,0.585,0.567,3.8,4.9,0.788,1.7,5.0,6.8,1.0,1.0,3.0,1.7,3.6,18.6,30733.0,Jaren Jackson Jr.,,C,23.0,5.0,63.0,,,,
2023,NBA,All-NBA,ORV,G,Devin Booker,26,PHO,10.0,500.0,0.02,0.0,1.0,7.0,30603.0,4321,34.6,9.9,20.100000000000005,0.494,2.1,6.0,0.351,7.8,14.199999999999998,0.554,0.546,5.8,6.8,0.855,0.9,3.7000000000000006,4.5,5.5,1.0,0.3,2.7000000000000006,3.0,27.8,30603.0,Devin Booker,,SG,26.0,8.0,53.0,,,,
2023,NBA,All-NBA,ORV,C,Bam Adebayo,25,MIA,9.0,500.0,0.018,0.0,0.0,9.0,30489.0,4472,34.6,8.0,14.9,0.54,0.0,0.2,0.083,8.0,14.7,0.545,0.541,4.3,5.4,0.806,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4,30489.0,Bam Adebayo,,C,25.0,6.0,75.0,,,,
2023,NBA,All-NBA,ORV,G,James Harden,33,PHI,6.0,500.0,0.012,0.0,0.0,6.0,30725.0,3880,36.8,6.4,14.5,0.441,2.8,7.2,0.385,3.6,7.3,0.495,0.536,5.4,6.2,0.867,0.7,5.4,6.1,10.7,1.2,0.5,3.4,1.9,21.0,30725.0,James Harden,,PG,33.0,14.0,58.0,,,,
2023,NBA,All-NBA,ORV,F,DeMar DeRozan,33,CHI,2.0,500.0,0.004,0.0,0.0,2.0,30593.0,3872,36.2,8.9,17.6,0.504,0.6,1.9,0.324,8.3,15.7,0.526,0.522,6.2,7.1,0.8720000000000001,0.5,4.2,4.6,5.1,1.1,0.5,2.1,2.5,24.5,30593.0,DeMar DeRozan,,SF,33.0,14.0,74.0,,,,
2023,NBA,All-NBA,ORV,C,Kristaps Porziņģis,27,WAS,2.0,500.0,0.004,0.0,0.0,2.0,30859.0,4343,32.6,7.8,15.7,0.4979999999999999,2.1,5.5,0.385,5.7,10.2,0.559,0.565,5.4,6.4,0.851,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3.0,23.2,30859.0,Kristaps Porziņģis,,C,27.0,7.0,65.0,,,,
2023,NBA,All-NBA,ORV,F,Mikal Bridges,26,TOT,2.0,500.0,0.004,0.0,0.0,2.0,30927.0,4658,35.69216867469879,7.12289156626506,15.263253012048192,0.4674518072289157,2.0138554216867472,5.325301204819277,0.382710843373494,5.0927710843373495,9.921686746987952,0.5130542168674699,0.5342771084337349,3.8042168674698793,4.269277108433736,0.8955120481927711,0.9837349397590364,3.398795180722892,4.382530120481928,3.3036144578313253,1.1174698795180722,0.7174698795180724,1.5150602409638552,1.9186746987951808,20.097590361445786,30927.0,Mikal Bridges,,SF,26.0,5.0,166.0,,,,
2023,NBA,All-NBA,ORV,C,Brook Lopez,34,MIL,1.0,500.0,0.002,0.0,0.0,1.0,30508.0,3801,30.4,6.1,11.5,0.531,1.7,4.7,0.374,4.4,6.9,0.637,0.606,1.9,2.4,0.784,2.0,4.7,6.7,1.3,0.5,2.5,1.4,2.6,15.9,30508.0,Brook Lopez,,C,34.0,15.0,78.0,,,,
2023,NBA,All-NBA,ORV,F,Paul George,32,LAC,1.0,500.0,0.002,0.0,0.0,1.0,30990.0,3969,34.6,8.2,17.9,0.457,2.8,7.6,0.371,5.4,10.3,0.521,0.536,4.6,5.3,0.8709999999999999,0.8,5.3,6.1,5.1,1.5,0.4,3.1,2.8,23.8,30990.0,Paul George,,SG,32.0,13.0,56.0,,,,
2023,NBA,All-NBA,ORV,F,Zach LaVine,27,CHI,1.0,500.0,0.002,0.0,0.0,1.0,31132.0,4299,35.9,8.7,18.0,0.485,2.6,7.099999999999999,0.375,6.1,11.0,0.556,0.558,4.7,5.6,0.8479999999999999,0.5,3.9,4.5,4.2,0.8999999999999999,0.2,2.5,2.1,24.8,31132.0,Zach LaVine,,SG,27.0,9.0,77.0,,,,
2023,NBA,All-NBA,ORV,G,Trae Young,24,ATL,1.0,500.0,0.002,0.0,0.0,1.0,31090.0,4676,34.8,8.2,19.0,0.429,2.1,6.3,0.335,6.1,12.7,0.476,0.485,7.8,8.8,0.886,0.8,2.2,3.0,10.2,1.1,0.1,4.1,1.4,26.2,31090.0,Trae Young,,PG,24.0,5.0,73.0,,,,
2023,NBA,All-NBA,ORV,G,Tyrese Haliburton,22,IND,1.0,500.0,0.002,0.0,0.0,1.0,31104.0,4892,33.6,7.4,15.0,0.4899999999999999,2.9,7.2,0.4,4.5,7.8,0.572,0.586,3.1,3.6,0.8709999999999999,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2,20.7,31104.0,Tyrese Haliburton,,PG,22.0,3.0,56.0,,,,
2022,NBA,All-NBA,1T,F,Giannis Antetokounmpo,27,MIL,500.0,500.0,1.0,100.0,0.0,0.0,29918.0,4164,32.9,10.3,18.6,0.553,1.1,3.6,0.293,9.2,15.0,0.616,0.582,8.3,11.4,0.722,2.0,9.6,11.6,5.8,1.1,1.4,3.3,3.2,29.9,29918.0,Giannis Antetokounmpo,,PF,27.0,9.0,67.0,,,,
2022,NBA,All-NBA,1T,C,Nikola Jokić,26,DEN,476.0,500.0,0.952,88.0,12.0,0.0,30247.0,4352,33.5,10.3,17.7,0.583,1.3,3.9,0.337,9.0,13.8,0.652,0.62,5.1,6.3,0.81,2.8,11.0,13.8,7.9,1.5,0.9000000000000001,3.8,2.6,27.1,30247.0,Nikola Jokić,,C,26.0,7.0,74.0,,,,
2022,NBA,All-NBA,1T,G,Luka Dončić,22,DAL,476.0,500.0,0.952,88.0,12.0,0.0,30158.0,4654,35.4,9.9,21.6,0.457,3.1,8.8,0.353,6.8,12.8,0.528,0.529,5.6,7.5,0.744,0.9,8.3,9.1,8.7,1.2,0.6,4.5,2.2,28.4,30158.0,Luka Dončić,,PG,22.0,4.0,65.0,,,,
2022,NBA,All-NBA,1T,G,Devin Booker,25,PHO,460.0,500.0,0.92,82.0,16.0,2.0,29850.0,4321,34.5,9.7,20.9,0.466,2.7,7.0,0.383,7.0,13.9,0.508,0.53,4.6,5.3,0.868,0.7,4.4,5.0,4.8,1.1,0.4,2.4,2.6,26.8,29850.0,Devin Booker,,SG,25.0,7.0,68.0,,,,
2022,NBA,All-NBA,1T,F,Jayson Tatum,23,BOS,390.0,500.0,0.78,49.0,47.0,4.0,30010.0,4518,35.9,9.3,20.6,0.453,3.0,8.6,0.353,6.3,12.0,0.524,0.526,5.3,6.2,0.8530000000000001,1.1,6.9,8.0,4.4,1.0,0.6,2.9,2.3,26.9,30010.0,Jayson Tatum,,SF,23.0,5.0,76.0,,,,
2022,NBA,All-NBA,2T,C,Joel Embiid,27,PHI,414.0,500.0,0.828,57.0,43.0,0.0,30033.0,4417,33.8,9.8,19.6,0.499,1.4,3.7,0.371,8.4,15.9,0.529,0.534,9.6,11.8,0.814,2.1,9.6,11.7,4.2,1.1,1.5,3.1,2.7,30.6,30033.0,Joel Embiid,,C,27.0,6.0,68.0,,,,
2022,NBA,All-NBA,2T,G,Ja Morant,22,MEM,301.0,500.0,0.602,13.0,76.0,8.0,29959.0,4723,33.1,10.2,20.6,0.493,1.5,4.5,0.344,8.6,16.2,0.534,0.53,5.5,7.3,0.761,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.4,29959.0,Ja Morant,,PG,22.0,3.0,57.0,,,,
2022,NBA,All-NBA,2T,F,Kevin Durant,33,BRK,276.0,500.0,0.552,10.0,68.0,22.0,30110.0,3770,37.2,10.5,20.3,0.518,2.1,5.5,0.383,8.4,14.8,0.568,0.57,6.8,7.4,0.91,0.5,6.9,7.4,6.4,0.9,0.9,3.5,2.1,29.9,30110.0,Kevin Durant,,PF,33.0,14.0,55.0,,,,
2022,NBA,All-NBA,2T,G,Stephen Curry,33,GSW,274.0,500.0,0.548,9.0,69.0,22.0,30348.0,3903,34.5,8.4,19.1,0.437,4.5,11.7,0.38,3.9,7.4,0.527,0.554,4.3,4.7,0.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2.0,25.5,30348.0,Stephen Curry,,PG,33.0,13.0,64.0,,,,
2022,NBA,All-NBA,2T,F,DeMar DeRozan,32,CHI,184.0,500.0,0.368,2.0,39.0,57.0,29830.0,3872,36.1,10.2,20.2,0.504,0.7,1.9,0.352,9.5,18.3,0.52,0.521,6.8,7.8,0.877,0.7,4.4,5.2,4.9,0.9,0.3,2.4,2.3,27.9,29830.0,DeMar DeRozan,,PF,32.0,13.0,76.0,,,,
2022,NBA,All-NBA,3T,C,Karl-Anthony Towns,26,MIN,174.0,500.0,0.348,0.0,38.0,60.0,30091.0,4339,33.5,8.7,16.4,0.529,2.0,4.9,0.41,6.6,11.5,0.58,0.591,5.2,6.3,0.822,2.6,7.200000000000001,9.8,3.6000000000000005,1.0,1.1,3.1,3.6000000000000005,24.6,30091.0,Karl-Anthony Towns,,C,26.0,7.0,74.0,,,,
2022,NBA,All-NBA,3T,F,LeBron James,37,LAL,169.0,500.0,0.338,2.0,35.0,54.0,30150.0,3463,37.2,11.4,21.8,0.524,2.9,8.0,0.359,8.6,13.8,0.62,0.59,4.5,6.0,0.756,1.1,7.1,8.2,6.2,1.3,1.1,3.5,2.2,30.3,30150.0,LeBron James,,PF,37.0,19.0,56.0,,,,
2022,NBA,All-NBA,3T,G,Chris Paul,36,PHO,114.0,500.0,0.228,0.0,16.0,66.0,29760.0,3585,32.9,5.6,11.3,0.493,1.0,3.1,0.317,4.6,8.3,0.559,0.536,2.6,3.1,0.837,0.3,4.0,4.4,10.8,1.9,0.3,2.4,2.1,14.7,29760.0,Chris Paul,,PG,36.0,17.0,65.0,,,,
